,domains,counts
505,"['AurF', 'gltD_gamma_fam', 'GOGAT_sm_gam', 'Pyr_redox_2', 'Fer4', 'AAA_33', 'actino_HemFlav', 'mycofact_glyco', 'mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'NDMA_methanol', 'AAA_5', 'AAA', 'hslU', 'VWA_CoxE', 'Methyltransf_11', 'GerE', 'Response_reg', 'HTH_38', 'HisKA_3', 'HATPase_c_2', 'Fe-ADH']",1
506,"['AvrB_AvrC', 'Pyr_redox_2', 'Reductase_C', 'DNA_alkylation', 'F420_MSMEG_2906', 'DoxX_3', 'PA_CoA_Oxy5', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'FMN_nitrolo', 'Polyketide_cyc2', 'PPC', 'SDR_subfam_1', 'SnoaL_2', 'adh_short_C2']",1
507,"['DUF805', 'TrbL', 'DUF87', 'TrwB_AAD_bind', 'TraG-D_C', 'DUF4913', 'Lsr2', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'adk', 'cit_synth_II', 'prpB', 'MmgE_PrpD', 'MmgE_PrpD_C']",1
508,"['DegT_DnrJ_EryC1', 'Thiolase_N', 'MaoC_dehydratas', 'OB_aCoA_assoc', 'DUF35_N', 'MaoC_dehydrat_N', 'adh_short_C2', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'PA_CoA_Oxy5', 'DoxX_3', 'DNA_alkylation', 'Pyr_redox_2', 'Reductase_C', 'DUF6541', 'T7SS_Rv3446c']",1
509,"['2A0106', 'MarR', 'MarR_2', 'GntR', 'HTH_24', 'HTH_AsnC-type', 'HTH_28', 'HTH_29', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Amidohydro_2', 'rve_3', 'HTH_32', 'HTH_21', 'mycofact_TetR']",1
510,"['HisKA_3', 'Response_reg', 'GerE', 'HTH_38', 'HTH_23', 'Gpr1_Fun34_YaaH', 'Methyltransf_25', 'Methyltransf_12', 'VWA_CoxE', 'CDC14', 'AAA_5', 'TsaE', 'NDMA_methanol', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'mycofact_glyco', 'Trans_reg_C', 'GAF', '4hydroxCoAred', 'CO_dehy_Mo_lg', 'FAD_binding_5', 'CO_deh_flav_C', 'COXG']",1
511,"['HTH_AsnC-type', 'MarR', 'Sigma70_r4', 'Pyr_redox_2', 'DUF222', 'Trypan_PARP', 'Glyoxalase_6', 'Sig70_famx2', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'efflux_EmrB', 'TetR_N', 'betaine_BetI', 'TetR_C_11', 'CYP450_TxtE']",1
512,"['HTH_AsnC-type', 'MarR', 'Sigma70_r4', 'Pyr_redox_2', 'Reductase_C', 'Glyoxalase_6', 'Sig70_famx2', 'PhyH', 'DUF2332', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'efflux_EmrB', 'TetR_N', 'TetR_C_16', 'CYP450_TxtE']",1
513,"['HicB', 'RHH_1', 'Chorismate_bind', 'PabB-fungal', 'DUF3293', 'asp_race', 'Hva1_TUDOR', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'betA', 'phnR_burk', 'prpB', 'D-hydantoinase']",1
514,"['HisKA_3', 'DUF2298', 'DUF418', 'DUF4232', 'HTH_IclR', 'DprA_WH', 'HTH_Crp_2', 'Fe_dep_repress', 'betA', 'DUF952', 'Acetyltransf_1', 'Acetyltransf_6', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'mycofact_creat', 'Phosphodiest', 'mycofact_glyco', '4hydroxCoAred', 'CO_dehy_Mo_lg']",1
515,"['HisKA_3', 'GAF', 'Fe-ADH', 'mycofact_creat', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'NDMA_methanol', 'AAA_5', 'RuvB_N', 'VWA_CoxE', 'DUF6415', 'CbiM', 'PDGLE', 'ECF_T_CbiQ']",1
516,"['HisKA_3', 'GAF', 'GAF_3', 'Response_reg', 'GerE', 'Polyketide_cyc2', 'VWA_CoxE', 'AAA_5', 'NDMA_methanol', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'Pyrid_ox_like', 'UPF0225', 'SEC-C', 'mycofact_OYE_2']",1
517,"['HisKA_3', 'HATPase_c', 'Response_reg', 'GerE', 'HTH_38', 'Methyltransf_11', 'VWA_CoxE', 'NDMA_methanol', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'Ac_CoA_lig_AcsA', 'adh_short', 'adk']",1
518,"['HisKA_3', 'Response_reg', 'GerE', 'Gpr1_Fun34_YaaH', 'Methyltransf_11', 'hemK_rel_arch', 'DUF4031', 'VWA_CoxE', 'AAA_5', 'TsaE', 'NDMA_methanol', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'mycofact_glyco', 'TPR_16', 'VWA_2', 'VWA_2', 'BatA', 'MFS_1', 'DUF4381', 'DUF58', 'DUF3572']",1
519,"['HpcH_HpaI', 'drrA', 'ABC2_membrane', 'drrC', 'DUF4442', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE']",1
520,"['Diacid_rec', 'HTH_30', 'NLPC_P60', 'E1-E2_ATPase', 'TetR_C_24', 'TetR_C_24', 'SDR_subfam_2', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', '3oxo_ACP_reduc', 'cyc_hxne_CoA_dh', 'TetR_N', 'betaine_BetI', 'HTH_23', 'LRR19-TM', 'CM_mono_cladeE', 'efflux_EmrB']",1
521,"['HtaA', 'TetR_N', 'TetR_C_30', 'P450_rel_GT_act', 'Fer4_13', 'Fer4_6', 'Fer4_2', 'SDR_subfam_1', 'Pyr_redox_3', 'NAD_binding_8', 'Rv0697', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'mycofact_TetR', 'GroEL', 'Peptidase_C14', 'ScfRs', 'Peptidase_M78', 'HTH_3', 'isocit_lyase']",1
522,"['HxlR', 'HTH_20', 'Ribonuc_L-PSP', 'DUF3887', 'Rce1-like', 'T4SS_pilin', 'Rv0697', 'betA', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'AAA_5', 'TmoB', 'VWA_2', 'marine_srt_targ', 'DUF2201', 'actino_HemFlav', 'mycofact_creat']",1
523,"['HxlR', 'HTH_Crp_2', 'Ribonuc_L-PSP', 'DUF3887', 'Rce1-like', 'Rv0697', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'AAA_5', 'MCM', 'Mg_chelatase', 'VWA_2', 'actino_HemFlav']",1
524,"['IMS', 'DNA_pol_lambd_f', 'betaine_BetI', 'P_acnes_RR', 'TAT_signal_seq', 'Usp', 'Rxyl_3153', 'mycofact_TetR', 'Cecropin', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'ETF_alpha', 'ETF', 'GG-red-SF', 'DAO', 'FeFe_hydrog_B1', 'mft_etfB', 'SDR_subfam_2']",1
525,"['IMS', 'IMS_C', 'DNA_pol_lambd_f', 'MPAB_Lcp_cat', 'TENA_THI-4', 'Usp', 'Pyr_redox_2', 'Reductase_C', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'ETF_alpha', 'ETF', 'GG-red-SF', 'Fer4_9', 'Fer4', 'RLI', 'mft_etfB', 'SDR_subfam_2']",1
526,"['Isochorismatase', 'PqqA', 'mycofact_creat', 'mycofact_OYE_2', 'UPF0225', 'SEC-C', 'DUF222', 'HNH', 'Pyrid_ox_like', 'mycofact_OYE_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'VWA_CoxE', 'Aldo_ket_red', 'Response_reg', 'GerE', 'HisKA_3', 'GAF', 'HATPase_c', 'Fe-ADH', 'am_tr_V_VC1184']",1
527,"['KshA_C', 'Rieske', 'Pyr_redox_3', 'Pyr_redox_2', 'Esterase_PHB', 'EcKL', 'SnoaL_2', 'F420_MSMEG_2249', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'CYP450_TxtE', 'COesterase', 'HTH_38', 'rve', 'HTH_23', 'HTH_32']",1
528,"['L3_bact', 'rpsJ_bact', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'DUF2332', 'Pyr_redox_2', 'EF-Tu', 'EF-G']",1
529,"['HTH_AsnC-type', 'HTH_24', 'MarR', 'Sigma70_r4', 'Pyr_redox_2', 'Reductase_C', 'TetR_N', 'RutR', 'TetR_C_31', 'Mpo1-like', 'protocat_pcaD', 'DUF2332', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'TetR_N', 'RelB', 'P450_cycloAA_1', 'COesterase']",1
530,"['HTH_AsnC-type', 'AsnC_trans_reg', 'Se_ssnA', 'actino_HemFlav', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'GntR', 'HTH_Crp_2', 'HTH_20', 'DUF1648', 'AHSA1', 'mycofact_TetR', 'DUF4190', 'Septum_form', 'betA']",1
531,"['HTH_AsnC-type', 'AsnC_trans_reg', 'HTH_Tnp_ISL3', 'HTH_17', 'excise', 'MerR', 'Xre-like-HTH', 'bchO_mg_che_rel', 'YqeY', 'PknH_C', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'efflux_EmrB', 'efflux_EmrB', 'TetR_N', 'TetR_C_11']",1
532,"['HTH_AsnC-type', 'AsnC_trans_reg', 'HTH_24', 'DUF2000', 'Glyco_hydro_92', 'Glyco_hydro_92N', 'F5_F8_type_C', 'MethyltransfD12', 'Glyco_hydro_92', 'Glyco_hydro_92N', 'F5_F8_type_C', 'TraW_N', 'Peptidase_S15', 'PepX_C', 'mycofact_glyco', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'glyco_like_mftF', 'ThuA', 'ECH_1', 'TTC', 'Amidase']",1
533,"['GntP_permease', 'FCD', 'phnR_burk', 'DUF72', 'mycofact_glyco', 'DUF5122', 'mycofact_creat', 'SDR_subfam_2', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'MFS_1', '2A0118', 'HTH_20', 'VTC', 'DUF4956', 'TOBE_2']",1
534,"['GntR', 'HTH_Crp_2', 'Tmemb_185A', 'DUF3097', 'DUF2382', 'AAA_5', 'AAA_3', 'VWA_CoxE', 'Umbravirus_LDM', 'XdhC_C', 'XdhC_CoxI', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'HTH_3', 'HTH_28', 'CLP_protease', 'AMP-binding', 'AMP-binding_C']",1
535,"['HAD_2', 'HIBADH', 'cyc_hxne_CoA_dh', 'MMSDH', 'CFAP61_N', 'CopG_antitoxin', 'mycofactocin', 'DUF2080', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_glyco', 'urea_carbox', 'Carboxyl_trans', 'ACC_central', 'PHA_synth_I', 'PHA_depoly_arom', 'fabH', 'Trans_reg_C', '3HCDH_RFF', 'Phenol_Hydrox', 'YHS']",1
536,"['HATPase_c_2', 'adk', 'Ac_CoA_lig_AcsA', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'NDMA_methanol', 'AAA_5', 'AAA', 'VWA_CoxE', 'Methyltransf_11', 'BioC', 'Gpr1_Fun34_YaaH', 'Response_reg', 'GerE', 'HisKA_3', 'HATPase_c_2']",1
537,"['HD_5', 'GerE', 'HTH_29', 'Nterm_IS4', 'near_KaiC_dom', 'mycofact_OYE_2', 'SDR_subfam_1', 'mycofact_OYE_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Methyltransf_11', 'DUF1294', 'drrA', 'LIP', 'HxlR', 'Ribonuc_L-PSP']",1
538,"['HD_5', 'GerE', 'Nterm_IS4', 'mycofact_OYE_2', 'SDR_subfam_1', 'mycofact_OYE_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Methyltransf_11', 'BchM-ChlM', 'drrA', 'LIP', 'Response_reg', 'GerE', 'HTH_24', 'HisKA_3', 'HATPase_c_2']",1
539,"['HEAT_2', 'VWA_CoxE', 'gas_vesic_GvpN', 'selen_PSTK', 'Rxyl_3153', 'HTH_8', 'ntrC', 'PpsR-CrtJ', 'DUF4166', 'AAA_18', 'Aldedh', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'HTH_IclR', 'HTH_17']",1
540,"['HNH', 'Methyltransf_11', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'actino_HemFlav', 'GerE', 'WD40', 'ANAPC4_WD40', 'AAA_16', 'PD40', 'PQQ_ABC_repeats', 'DUF6476', 'Peptidase_A8', 'pcaR_pcaU', 'AA_permease_2']",1
541,"['HTH_18', 'DUF6597', 'TIGR03086', 'DUF3224', 'Acetyltransf_5', 'AGP_acyltrn', 'HAD-SF-IB-hyp1', 'HAD', 'OppC_N', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'CNNM', 'CBS', 'CNNM', 'CorC_HlyC', 'CBS', 'DUF6416', 'DUF485', 'symport_actP', 'DUF6403', 'Harakiri']",1
542,"['HTH_20', 'TetR_N', 'ACT_3', 'cytochro_ccmI', 'DUF2254', 'Sulfatase', 'HAD', 'FGE-sulfatase', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'adh_short_C2', 'APH', 'DUF4149', 'AAA_5', 'CbbQ_C', 'VWA', 'TetR_N', 'RutR']",1
543,"['HTH_23', 'HTH_32', 'HTH_38', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Methyltransf_11', 'GMC_mycofac_2', 'NAD_binding_8', 'DUF6082', 'Peptidase_S9_N', 'Peptidase_S9', 'SAICAR_synt', 'MPAB_Lcp_cat']",1
544,"['HTH_3', 'Cupin_2', 'DUF664', 'fkbM_fam', 'AA-adenyl-dom', 'Condensation', 'alpha_am_amid', 'Thioesterase', 'PP-binding', 'AA-adenyl-dom', 'Condensation', 'alpha_am_amid', 'Baseplate_J', 'mycofact_TetR', 'HTH_23', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'NmrA', 'DUF5996', 'AAA_28', 'AvrD', 'omega_3_PfaA', 'KR', 'malonate_mdcH', 'crot-CoA-red', 'mycoS_dep_FDH', 'PT_fungal_PKS']",1
545,"['HTH_3', 'HTH_31', 'SsuA_fam', 'ntrB', 'PhnE', 'ntrB', 'Methyltransf_2', 'Dimerisation2', 'mycofact_TetR', 'Rv0697', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat']",1
546,"['HTH_3', 'HTH_31', 'TPR_MalT', 'TPR_19', 'MbtH', 'AA-adenyl-dom', 'AMP-binding', 'Condensation', 'alpha_am_amid', 'PP-binding', 'Thioesterase', 'AA-adenyl-dom', 'AMP-binding', 'Condensation', 'alpha_am_amid', 'GAF', 'Rv0697', 'mycofact_glyco', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'TetR_C_1', 'PA_CoA_Oxy5', 'DNA_alkylation', 'glut_race', 'Pyr_redox_2', 'SPW', 'IPTL_CTERM', 'TetR_N', 'mycofact_TetR']",1
547,"['HTH_30', 'TOBE', 'NDMA_methanol', 'AAA_5', '26Sp45', 'VWA_CoxE', 'HalX', 'Methyltransf_25', 'MenG_MenH_UbiE', 'UbiG', 'Methyltransf_23', 'mycofactocin', 'SDR_subfam_1', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'Creatininase', 'mycofact_glyco', 'ovoA_Cterm', 'NUDIX', 'Rad50_zn_hook', 'FUR', 'CarboxypepD_reg']",1
548,"['HTH_31', 'TPR_12', 'TPR_1', 'NB-ARC', 'CD20', 'DUF5655', 'NUDIX', 'mycofact_TetR', 'mycofactocin', 'mycofact_rSAM', 'Mycofactocin_RRE', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'ECH_1', 'adh_short_C2', 'Peripla_BP_4', 'xylG', 'ECF_ATPase_2']",1
549,"['HTH_57', 'TetR_N', 'efflux_EmrB', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'DUF2332', 'PGDH', 'Pyr_redox_2', 'Reductase_C', 'SDR_subfam_1', 'SHOCT', 'S_4TM']",1
550,"['L3_bact', 'rpsJ_bact', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'DUF2332', 'Pyr_redox_2', 'Reductase_C', 'SDR_subfam_1', 'EF-Tu', 'EF-G', 'rpsG_bact']",1
551,"['LIP', 'FSH1', 'Peripla_BP_6', 'actino_HemFlav', 'YceI', 'HxlR', 'HTH_20', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'TetR_N', 'HTH_11', 'BKACE', 'Prenyltransf', 'TetR_N', 'TetR_C_6', 'TetR_N', 'cyc_hxne_CoA_dh', 'adh_short_C2']",1
552,"['LIP', 'drrA', 'ABC2_membrane_3', 'HAD_type_II', 'GyrI-like', 'Methyltransf_11', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_OYE_1', 'SDR_subfam_1', 'mycofact_OYE_2', 'Acetyltransf_1', 'wecD_rffC', 'zf-CGNR', 'ABATE', 'AHSA1']",1
553,"['Methyltransf_19', 'mycofact_TetR', 'mycofact_glyco', 'KRTAP', 'SDR_subfam_2', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'CO_dehy_Mo_lg', 'FAD_binding_5', 'CO_deh_flav_C', 'pucE', 'COXG', 'SnoaL_4', 'Lumazine_bd_2', 'ECH_1', 'ADH_N_assoc']",1
554,"['Methyltransf_25', 'VWA_CoxE', 'AAA_5', 'AAA', 'NDMA_methanol', 'adh_short', 'GntR', 'E3_binding', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'Response_reg', 'GerE', 'HTH_10', 'HisKA_3', 'DUF6223', 'Glycolytic', 'LysR_substrate']",1
555,"['Methyltransf_25', 'rib_alpha', 'adk', 'Ac_CoA_lig_AcsA', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'NDMA_methanol', 'AAA_5', 'SelP_N', 'VWA_CoxE', 'Methyltransf_25', 'Response_reg', 'GerE', 'HTH_38', 'HisKA_3', 'Fe-ADH']",1
556,"['MnhB', '2a6301s01', 'mycofact_glyco', 'Methyltransf_23', 'Methyltransf_12', 'Creatininase', 'actino_HemFlav', 'AAA_5', 'bpMoxR', 'AAA_16', 'ccmA', 'marine_srt_targ', 'Rxyl_3153', 'mycofact_rSAM', 'mycofact_MftB', 'SDR_subfam_1', 'mycofactocin', 'N6_N4_Mtase', 'KCNQ2_u3', 'panF', 'DUF3311', '4HBT_2', 'TPR_2', 'DUF4131']",1
557,"['MoCoBD_2', 'MoCoBD_1', 'LAL_C2', 'Rxyl_3153', 'mycofact_creat', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_OYE_2', 'mycofact_OYE_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'TetR_N', 'RutR', 'TetR_C_11', 'NUDIX', 'NYN_YacP', 'ROK', 'ArsA_ATPase', 'ArsA_HSP20']",1
558,"['Mycofactocin_RRE', 'CSLREA_Nterm', 'mycofactocin', 'mycofact_TetR', 'PhyH', 'Sig70_famx2', 'Glyoxalase_6', 'Pyr_redox_2', 'Reductase_C', 'HTH_AsnC-type', 'MarR', 'Sigma70_r4', 'DDAH_eukar']",1
559,"['Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_glyco', 'Rv0697', 'efflux_EmrB', 'TetR_N', 'TetR_C_11', 'CYP450_TxtE', 'P450_rel_GT_act']",1
560,"['Mycofactocin_RRE', 'mycofactocin', 'Methyltransf_25', 'Methyltransf_11', 'Response_reg', 'GerE', 'HisKA_3', 'HATPase_c_2', 'Fe-ADH', 'VWA_CoxE', 'AAA_5', 'MCM', 'NDMA_methanol']",1
561,"['Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Abhydrolase_6', 'DUF4442', 'ABC2_membrane', 'drrC', 'drrA', 'HpcH_HpaI']",1
562,"['Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Pyr_redox_3', 'Pyr_redox_2', 'protocat_pcaD', 'SDR_subfam_1', 'tesB', 'TetR_N', 'betaine_BetI', 'HTH_5', 'Bac_luciferase']",1
563,"['Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'TetR_C_1', 'PA_CoA_Oxy5', 'DNA_alkylation', 'glut_race', 'Pyr_redox_2', 'Ubi-OHases', 'adh_short', 'PHB_DH']",1
564,"['Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR']",1
565,['Mycofactocin_RRE'],1
566,"['NAD_kinase', 'Aldedh', 'DUF779', 'actino_HemFlav', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'NDMA_methanol', 'AAA_5', 'RuvB_N', 'hslU', 'SelP_N', 'VWA_CoxE', 'Methyltransf_25', 'Response_reg', 'GerE', 'HTH_38', 'HisKA_3', 'HATPase_c_2', 'GAF_2', 'Fe-ADH']",1
567,"['NDMA_methanol', 'AAA_5', 'AAA', 'VWA_CoxE', 'Fe-ADH', 'HisKA_3', 'DUF2604', 'Response_reg', 'GerE', 'Methyltransf_11', 'BioC', 'mycofactocin', 'Mycofactocin_RRE']",1
568,"['NDMA_methanol', 'AAA_5', 'AAA_3', 'AAA_lid_2', 'VWA_CoxE', 'Big_3', 'Fe-ADH', 'HisKA_3', 'HATPase_c_2', 'DUF1294', 'GerE', 'Response_reg', 'Methyltransf_11', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'DUF732', 'near_uncomplex', 'cysteate_syn']",1
569,"['NDMA_methanol', 'AAA_5', 'AAA_30', 'VWA_CoxE', 'Fe-ADH', 'HisKA_3', 'Response_reg', 'GerE', 'Methyltransf_11', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'SDR_subfam_1', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'AMP-binding', 'AMP-binding_C', 'PEP_resp_reg', 'ntrC', 'HTH_30', 'HTH_28', 'HTH_20']",1
570,"['NDMA_methanol', 'AAA_5', 'CbbQ_C', 'VWA_CoxE', 'Fe-ADH', 'HisKA_3', 'GAF_2', 'GAF_3', 'Response_reg', 'GerE', 'Methyltransf_11', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'DIOX_N', '2OG-FeII_Oxy', 'Methyltransf_25', 'TIGR00091', 'Methyltransf_25', 'glycerol_kin', 'Transglut_core3', 'Stand_Alone_Lasso_RRE']",1
571,"['Methyltransf_25', 'Ubie_methyltran', 'BchM-ChlM', 'LysR_substrate', 'HTH_1', 'Cons_hypoth698', 'Methyltransf_25', 'VWA_CoxE', 'AAA_5', 'CbbQ_C', 'NDMA_methanol', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'mycofact_glyco', 'CutC', 'Peptidase_S66', 'DUF4031', 'Peptidase_S66C', 'DUF5073', 'IU_nuc_hydro']",1
572,"['Methyltransf_19', 'SQHop_cyclase_C', 'Ceramidase_alk', 'Ceramidse_alk_C', 'PQQ_ABC_repeats', 'SBP56', 'Pyridoxal_deC', 'CMAS', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'GreA_GreB', 'GreA_GreB_N', 'CobN-Mg_chel', 'CbiE', 'Cob-chelat-sub', 'CbtA']",1
573,"['LPOR', 'TetR_N', 'TetR_C_24', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Rxyl_3153', 'Pyr_redox_3', 'EHN', 'Abhydrolase_1', 'protocat_pcaD', 'Aldedh', 'Pyr_redox_2', 'Reductase_C', 'Fer2', 'TF_pcaQ']",1
574,"['Methyltransf_11', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'Acetyltransf_1', 'RelA_SpoT', 'mycofact_creat', 'mycofact_glyco', 'Rv0697']",1
