,domains
WP_190816735.1,['mft_etfB']
WP_190816737.1,"['Fer4_9', 'Fer4', 'RLI']"
WP_190816739.1,['GG-red-SF']
WP_190816741.1,"['ETF_alpha', 'ETF']"
WP_190816742.1,['mycofact_OYE_2']
WP_190816744.1,['mycofact_OYE_1']
WP_190816747.1,['mycofact_rSAM']
WP_223839251.1,['Mycofactocin_RRE']
WP_223840318.1,['mycofactocin']
WP_190816753.1,['mycofact_TetR']
WP_190816755.1,['Usp']
WP_190816757.1,"['DDE_3', 'HTH_29', 'HTH_28', 'GerE']"
WP_190824066.1,"['IMS', 'DNA_pol_lambd_f']"
WP_190816759.1,['NUDIX']
WP_223839253.1,['DUF6415']
WP_190989940.1,['ETF_alpha']
WP_223860068.1,"['Ni_hydr_CYTB', 'DUF4405']"
WP_190989941.1,['AcCoA-C-Actrans']
WP_223860093.1,['FadJ']
WP_190989943.1,['quinone_pig3']
WP_190989944.1,['Rxyl_3153']
WP_190989945.1,['Aldedh']
WP_190989946.1,['mycofactocin']
WP_223860069.1,['Mycofactocin_RRE']
WP_190989948.1,['mycofact_rSAM']
WP_190989949.1,['actino_HemFlav']
WP_190990041.1,['mycofact_creat']
WP_223860070.1,['Rv0697']
WP_190989952.1,['Phage_integrase']
WP_223860094.1,['quinone_pig3']
WP_190989954.1,['citE']
WP_224744541.1,['mycofact_creat']
WP_152582073.1,['actino_HemFlav']
WP_152582072.1,['VWA_2']
WP_191151609.1,['AAA_5']
WP_152582071.1,['SDR_subfam_1']
WP_152582070.1,['SDR_subfam_1']
WP_152582069.1,['SDR_subfam_1']
WP_179873280.1,['mycofact_rSAM']
WP_152582067.1,['Mycofactocin_RRE']
WP_152582066.1,['mycofactocin']
WP_152582065.1,['mycofact_TetR']
WP_165638013.1,['Rv0697']
WP_191151610.1,['efflux_EmrB']
WP_179873283.1,['TetR_N']
WP_191151611.1,"['TetR_N', 'TetR_C_31']"
WP_179873285.1,['MMPL']
WP_191246501.1,"['MoCoBD_2', 'MoCoBD_1', 'LAL_C2']"
WP_191246502.1,['Rxyl_3153']
WP_191246503.1,['mycofact_creat']
WP_191246504.1,['mycofact_glyco']
WP_191246505.1,['SDR_subfam_2']
WP_191246506.1,['mycofact_OYE_2']
WP_191246507.1,['mycofact_OYE_1']
WP_191246508.1,['mycofact_rSAM']
WP_191246509.1,['Mycofactocin_RRE']
WP_191246510.1,['mycofactocin']
WP_191246511.1,['mycofact_TetR']
WP_191246513.1,"['TetR_N', 'RutR', 'TetR_C_11']"
WP_191246514.1,"['NUDIX', 'NYN_YacP']"
WP_191246904.1,['ROK']
WP_191246515.1,"['ArsA_ATPase', 'ArsA_HSP20']"
WP_166870940.1,['BPD_transp_2']
WP_166870942.1,['BPD_transp_2']
WP_166870944.1,"['dCMP_cyt_deam_1', 'SNAD4']"
WP_166870946.1,['DUF998']
WP_166870948.1,['YCII']
WP_166870950.1,['Rv0697']
WP_166870952.1,['mycofact_TetR']
WP_166870954.1,['mycofactocin']
WP_166870956.1,['Mycofactocin_RRE']
WP_166870958.1,['mycofact_rSAM']
WP_166870960.1,['SDR_subfam_1']
WP_166870962.1,['SDR_subfam_1']
WP_166870964.1,['SDR_subfam_1']
WP_166870967.1,"['AAA_5', 'MCM']"
WP_166870969.1,"['VWA_2', 'marine_srt_targ', 'DUF2201']"
WP_166871372.1,['actino_HemFlav']
WP_166870971.1,['mycofact_creat']
WP_191495885.1,['Rv0697']
WP_186241680.1,['mycofact_glyco']
WP_186241679.1,['mycofact_creat']
WP_191495886.1,['actino_HemFlav']
WP_191495887.1,['mycofact_rSAM']
WP_191495888.1,['Mycofactocin_RRE']
WP_191495889.1,['mycofact_TetR']
WP_191495890.1,['DUF2332']
WP_191495891.1,['Sig70_famx2']
WP_191495892.1,"['Glyoxalase_6', 'Sirohm_synth_M']"
WP_191495893.1,"['Pyr_redox_2', 'Reductase_C']"
WP_191495894.1,['SDR_subfam_1']
WP_186241669.1,"['SHOCT', 'DUF5826']"
WP_191563274.1,['mycofact_glyco']
WP_224766791.1,['SDR_subfam_2']
WP_191563275.1,['mycofact_creat']
WP_191563276.1,['actino_HemFlav']
WP_191563277.1,['mycofact_rSAM']
WP_224766793.1,['Mycofactocin_RRE']
WP_224766792.1,['mycofactocin']
WP_191563279.1,['mycofact_TetR']
WP_191563280.1,['SDR_subfam_1']
WP_191563281.1,['gcvP']
WP_191563282.1,['gcvT']
WP_191563283.1,['gcvH']
WP_191563284.1,['SHMT']
WP_191563285.1,['sda_mono']
WP_192165949.1,['ECH_1']
WP_192165951.1,['ECH_1']
WP_192165953.1,['cyc_hxne_CoA_dh']
WP_192165955.1,['APH']
WP_192165957.1,['Oxidored_FMN']
WP_256435410.1,"['GAF', 'HTH_28', 'HAD-SF-IA-v3']"
WP_192165961.1,['mycofact_TetR']
WP_192165963.1,['mycofactocin']
WP_192165965.1,['Mycofactocin_RRE']
WP_192165968.1,['mycofact_rSAM']
WP_192165970.1,['actino_HemFlav']
WP_256435411.1,['mycofact_creat']
WP_256435412.1,['mycofact_glyco']
WP_192165973.1,['betA']
WP_244632885.1,['Oxidored_FMN']
WP_192165974.1,"['adh_short', 'AcAcCoA_reduct']"
WP_192165975.1,['SnoaL_2']
WP_192168850.1,['Metallophos']
WP_192168851.1,['DapE-ArgE']
WP_192168852.1,"['Chorismate_bind', 'GATase', 'DJ-1_PfpI']"
WP_056603787.1,['DUF3293']
WP_056603784.1,['Hva1_TUDOR']
WP_192168855.1,['mycofactocin']
WP_192168856.1,['Mycofactocin_RRE']
WP_192168857.1,['mycofact_rSAM']
WP_192168858.1,['actino_HemFlav']
WP_192168859.1,['mycofact_creat']
WP_244633596.1,['mycofact_glyco']
WP_192168876.1,['betA']
WP_244633597.1,['phnR_burk']
WP_192168861.1,['prpB']
WP_192168862.1,['D-hydantoinase']
WP_192722475.1,['CYP450_TxtE']
WP_192722075.1,['TetR_N']
WP_192722076.1,['efflux_EmrB']
WP_192722077.1,['Rv0697']
WP_192722078.1,['mycofact_glyco']
WP_192722080.1,['actino_HemFlav']
WP_192722081.1,['mycofact_rSAM']
WP_225951637.1,['Mycofactocin_RRE']
WP_192722083.1,['mycofactocin']
WP_225951223.1,"['mycofact_TetR', 'HTH_29']"
WP_225951224.1,['Sig70_famx2']
WP_192722085.1,['Glyoxalase_6']
WP_192722086.1,"['Pyr_redox_2', 'Reductase_C']"
WP_192722087.1,"['HTH_AsnC-type', 'MarR', 'TrmB', 'Sigma70_r4']"
WP_192722088.1,['DDAH_eukar']
WP_192722089.1,['Orn_aminotrans']
WP_192762654.1,['F420_MSMEG_2249']
WP_225962841.1,['APH']
WP_192762656.1,['DAO']
WP_225962842.1,['crcB']
WP_225962843.1,"['Aldedh', 'crcB']"
WP_192764551.1,['mycofact_TetR']
WP_225962844.1,['Rv0697']
WP_192762660.1,['mycofactocin']
WP_225962845.1,['Mycofactocin_RRE']
WP_225962846.1,['mycofact_rSAM']
WP_192762663.1,['actino_HemFlav']
WP_225962847.1,['mycofact_creat']
WP_192762665.1,['mycofact_glyco']
WP_192762666.1,['SDR_subfam_1']
WP_192762667.1,['Abhydrolase_1']
WP_192762669.1,['OPT']
WP_091273370.1,['ECH_1']
WP_091273368.1,"['SnoaL_4', 'Lumazine_bd_2']"
WP_091273366.1,['COXG']
WP_226932482.1,['pucE']
WP_091273364.1,"['FAD_binding_5', 'CO_deh_flav_C']"
WP_091273362.1,['CO_dehy_Mo_lg']
WP_063793256.1,['mycofactocin']
WP_091273757.1,['Mycofactocin_RRE']
WP_091273755.1,['mycofact_rSAM']
WP_091273360.1,['actino_HemFlav']
WP_226932483.1,['mycofact_creat']
WP_091273753.1,['SDR_subfam_2']
WP_091273355.1,['mycofact_glyco']
WP_165615538.1,['mycofact_TetR']
WP_091273349.1,['Methyltransf_19']
WP_068915602.1,"['TetR_N', 'TetR_C_11']"
WP_193491115.1,['efflux_EmrB']
WP_193491117.1,['Asp_Glu_race']
WP_193491118.1,['Rv0697']
WP_193492163.1,['mycofact_glyco']
WP_193491127.1,['mycofact_creat']
WP_068915596.1,['actino_HemFlav']
WP_193491134.1,['mycofact_rSAM']
WP_068915594.1,['Mycofactocin_RRE']
WP_083230592.1,['mycofactocin']
WP_068915593.1,['mycofact_TetR']
WP_193491136.1,"['Pyr_redox_2', 'Reductase_C']"
WP_068919615.1,"['HTH_AsnC-type', 'MarR', 'Sigma70_r4']"
WP_115278052.1,['DDAH_eukar']
WP_083230591.1,['Orn_aminotrans']
WP_115278054.1,['SDR_subfam_1']
WP_068915588.1,"['SHOCT', 'Phage_holin_3_6']"
WP_193666451.1,['mycoS_dep_FDH']
WP_227489611.1,['Response_reg']
WP_227489589.1,['PvlArgDC']
WP_193666347.1,"['phoR_proteo', 'HATPase_c', 'PEP_his_kin']"
WP_193666349.1,"['SIP', 'FAD_binding_9']"
WP_193666350.1,"['mycofact_TetR', 'TetR_N']"
WP_082502570.1,['mycofactocin']
WP_156697810.1,['Mycofactocin_RRE']
WP_193666351.1,['mycofact_rSAM']
WP_193666352.1,['actino_HemFlav']
WP_193666453.1,['mycofact_creat']
WP_227489612.1,['SDR_subfam_2']
WP_193666354.1,['mycofact_glyco']
WP_227489590.1,['PaaC-3OHAcCoADH']
WP_227489613.1,['AcCoA-C-Actrans']
WP_193666356.1,['cyc_hxne_CoA_dh']
WP_193928955.1,"['Glyco_hydro_25', 'Apolipoprotein']"
WP_193928957.1,['quinone_pig3']
WP_193929022.1,['mycofact_creat']
WP_193928958.1,['mycofact_glyco']
WP_228046862.1,['SDR_subfam_2']
WP_193928960.1,['actino_HemFlav']
WP_193928961.1,['mycofact_rSAM']
WP_193928962.1,['Mycofactocin_RRE']
WP_193928963.1,['Rxyl_3153']
WP_193928964.1,['mycofactocin']
WP_193929023.1,['mycofact_TetR']
WP_193928965.1,['FMN_nitrolo']
WP_228046802.1,"['MerR_1', 'MerD']"
WP_193928968.1,['Acyl_transf_3']
WP_193928969.1,"['Cep57_CLD_2', 'DUF1512', 'YlqD']"
WP_194624246.1,['Mycofactocin_RRE']
WP_228523064.1,['mycofact_rSAM']
WP_003886851.1,['actino_HemFlav']
WP_003886853.1,['mycofact_glyco']
WP_228523065.1,['Rv0697']
WP_003886855.1,['efflux_EmrB']
WP_003886856.1,"['TetR_N', 'TetR_C_11']"
WP_003886857.1,"['CYP450_TxtE', 'P450_rel_GT_act']"
WP_194694376.1,['citE']
WP_194694377.1,['MC_hydratase']
WP_228499083.1,"['AAA_5', 'RuvB_N']"
WP_228499085.1,['VWA_2']
WP_228499087.1,['mycofact_glyco']
WP_228499089.1,['mycofact_creat']
WP_228499091.1,['actino_HemFlav']
WP_194694379.1,['mycofact_rSAM']
WP_228499093.1,['Mycofactocin_RRE']
WP_194694381.1,['mycofactocin']
WP_194694382.1,['mycofact_TetR']
WP_194694383.1,['TetR_C_24']
WP_194694384.1,['DUF6326']
WP_228499095.1,['HisKA_3']
WP_194694386.1,"['Response_reg', 'GerE']"
WP_194694387.1,['LMWPc']
WP_194694388.1,['acr3']
WP_194782134.1,"['2-Hacid_dh_C', 'AdoHcyase_NAD']"
WP_194782392.1,['FecCD']
WP_228529045.1,['FecCD']
WP_194782136.1,"['Peripla_BP_2', 'selen_ocin']"
WP_194782137.1,['Rv0697']
WP_228529046.1,['mycofact_TetR']
WP_194782139.1,['mycofactocin']
WP_194782140.1,['Mycofactocin_RRE']
WP_194782141.1,['mycofact_rSAM']
WP_194782142.1,['SDR_subfam_1']
WP_194782143.1,['SDR_subfam_1']
WP_194782144.1,['SDR_subfam_1']
WP_228529047.1,"['AAA_5', 'MCM']"
WP_228529048.1,['VWA_2']
WP_194782146.1,['actino_HemFlav']
WP_228528939.1,['mycofact_creat']
WP_228803601.1,['2A0121']
WP_195000022.1,['DUF1254']
WP_228803990.1,['TIGR00145']
WP_195002216.1,"['Peptidase_M75', 'Cupredoxin_1']"
WP_228803991.1,['tat_substr_1']
WP_195000025.1,['actino_HemFlav']
WP_195000026.1,['mycofact_rSAM']
WP_195000027.1,['Mycofactocin_RRE']
WP_195000028.1,['mycofactocin']
WP_195000029.1,['TIGR03943']
WP_195000031.1,['Peptidase_S11']
WP_195000032.1,['DEAH_box_HrpB']
WP_195000033.1,['TrbC']
WP_195002217.1,['Hemerythrin']
WP_063012884.1,"['HTH_3', 'Cupin_2']"
WP_064905138.1,['DUF664']
WP_063012888.1,['fkbM_fam']
WP_064905136.1,"['AA-adenyl-dom', 'Condensation', 'alpha_am_amid', 'Thioesterase', 'PP-binding']"
WP_195063804.1,"['AA-adenyl-dom', 'Condensation', 'alpha_am_amid']"
WP_146098736.1,['Baseplate_J']
WP_228793934.1,"['mycofact_TetR', 'HTH_23']"
WP_155525757.1,['Mycofactocin_RRE']
WP_064905129.1,['mycofact_rSAM']
WP_064905127.1,['actino_HemFlav']
WP_228793938.1,['NmrA']
WP_064905153.1,['DUF5996']
WP_064905122.1,['AAA_28']
WP_064905121.1,['AvrD']
WP_064905118.1,"['omega_3_PfaA', 'KR', 'malonate_mdcH', 'crot-CoA-red', 'mycoS_dep_FDH', 'PT_fungal_PKS']"
WP_064907151.1,"['AMP-binding', 'AMP-binding_C']"
WP_064907152.1,"['AcCoA-C-Actrans', 'DUF6344']"
WP_064907154.1,['TetR_N']
WP_064907155.1,"['HTH_30', 'HTH_38']"
WP_064927320.1,['mycofact_TetR']
WP_155525872.1,['mycofactocin']
WP_227463115.1,['Mycofactocin_RRE']
WP_064907159.1,['mycofact_rSAM']
WP_064907160.1,['actino_HemFlav']
WP_227463114.1,['SDR_subfam_2']
WP_228795599.1,['mycofact_glyco']
WP_082940805.1,['mycofact_creat']
WP_156747664.1,['Lipase_3']
WP_064907163.1,['Laminin_II']
WP_227463113.1,"['Perilipin', 'TNFR_16_TM']"
WP_195085613.1,"['HTH_3', 'HTH_31', 'TPR_MalT', 'TPR_19']"
WP_195085614.1,['MbtH']
WP_228829710.1,"['AA-adenyl-dom', 'AMP-binding', 'Condensation', 'alpha_am_amid', 'PP-binding', 'Thioesterase']"
WP_228829740.1,"['AA-adenyl-dom', 'AMP-binding', 'Condensation', 'alpha_am_amid']"
WP_228829711.1,['GAF']
WP_195085616.1,['Rv0697']
WP_195085617.1,['mycofact_glyco']
WP_195085618.1,"['mycofact_rSAM', 'Mycofactocin_RRE']"
WP_195085775.1,['mycofactocin']
WP_195085619.1,['TetR_C_1']
WP_195085620.1,['PA_CoA_Oxy5']
WP_195085621.1,['DNA_alkylation']
WP_228829741.1,['glut_race']
WP_195085623.1,['Pyr_redox_2']
WP_195085624.1,"['SPW', 'IPTL_CTERM']"
WP_228829712.1,"['TetR_N', 'mycofact_TetR']"
WP_195692810.1,"['chaperone_ClpB', 'VI_ClpV1']"
WP_195692812.1,['N-Ac-Glu-synth']
WP_195692813.1,['yidC_nterm']
WP_229382219.1,['Rv0697']
WP_229382220.1,['mycofact_TetR']
WP_195692815.1,['mycofactocin']
WP_195692816.1,['Mycofactocin_RRE']
WP_195692817.1,['mycofact_rSAM']
WP_195692818.1,['SDR_subfam_1']
WP_229382426.1,['SDR_subfam_1']
WP_195692820.1,['SDR_subfam_1']
WP_229382427.1,['AAA_5']
WP_229382221.1,['VWA_2']
WP_229382222.1,['actino_HemFlav']
WP_229382223.1,['mycofact_creat']
WP_197374394.1,"['TetR_N', 'TetR_C_11']"
WP_197374395.1,['efflux_EmrB']
WP_231643719.1,['Asp_Glu_race']
WP_231643368.1,['Rv0697']
WP_197374397.1,['mycofact_glyco']
WP_231643720.1,['mycofact_creat']
WP_197374399.1,['actino_HemFlav']
WP_197374400.1,['mycofact_rSAM']
WP_226863645.1,['Mycofactocin_RRE']
WP_193046234.1,['mycofactocin']
WP_197374401.1,['mycofact_TetR']
WP_231643721.1,['Sig70_famx2']
WP_231643722.1,['Glyoxalase_6']
WP_231643723.1,"['Pyr_redox_2', 'Reductase_C']"
WP_197374405.1,"['HTH_AsnC-type', 'MarR', 'Sigma70_r4', 'HTH_Tnp_ISL3']"
WP_197374406.1,['DDAH_eukar']
WP_197374407.1,['Orn_aminotrans']
WP_210769795.1,['CobN-Mg_chel']
WP_210769796.1,['Putative_PNPOx']
WP_199430632.1,['adh_short_C2']
WP_199430477.1,['ilvD']
WP_199430478.1,"['Tex_N', 'Tex_YqgF', 'HHH_3', 'HHH_9', 'S1', 'HHH_6', 'TOBE_2']"
WP_199430479.1,['greA']
WP_199430480.1,['mycofact_TetR']
WP_199430481.1,['mycofactocin']
WP_210769797.1,['Mycofactocin_RRE']
WP_199430483.1,['mycofact_rSAM']
WP_199430484.1,['mycofact_OYE_1']
WP_235998817.1,['mycofact_OYE_2']
WP_199430486.1,"['ETF_alpha', 'ETF']"
WP_199430487.1,"['GG-red-SF', 'ANTAR']"
WP_199430488.1,"['Fer4_2', 'Fer4']"
WP_199430489.1,['mft_etfB']
WP_199430490.1,['SDR_subfam_2']
WP_233533018.1,['NDMA_methanol']
WP_233533019.1,"['AAA_5', 'AAA_30']"
WP_233533020.1,['VWA_CoxE']
WP_233533021.1,['Fe-ADH']
WP_233533022.1,['HisKA_3']
WP_199686868.1,"['Response_reg', 'GerE']"
WP_199686869.1,['Methyltransf_11']
WP_199686870.1,['mycofactocin']
WP_199686871.1,['Mycofactocin_RRE']
WP_233533023.1,['mycofact_rSAM']
WP_199686874.1,['SDR_subfam_1']
WP_233533024.1,['mycofact_creat']
WP_199686876.1,['mycofact_glyco']
WP_199686877.1,['Rv0697']
WP_199686878.1,"['AMP-binding', 'AMP-binding_C']"
WP_199686879.1,"['PEP_resp_reg', 'ntrC', 'HTH_30', 'HTH_28', 'HTH_20']"
WP_199703708.1,"['AAA_16', 'Fe_dep_repress']"
WP_199703709.1,"['DUF4185', 'BNR']"
WP_199703710.1,['ahpD_dom']
WP_233529054.1,"['MarR', 'HTH_IclR', 'HTH_Crp_2']"
WP_199703712.1,['Tautomerase']
WP_199703714.1,['actino_HemFlav']
WP_199703715.1,['mycofact_rSAM']
WP_199703716.1,['Mycofactocin_RRE']
WP_199703717.1,['mycofactocin']
WP_199703718.1,['Methyltransf_25']
WP_199703719.1,"['Response_reg', 'GerE']"
WP_233529055.1,"['HisKA_3', 'GAF_2']"
WP_199704521.1,['Fe-ADH']
WP_199703721.1,['VWA_CoxE']
WP_199703722.1,"['AAA_5', '26Sp45']"
WP_199703723.1,['NDMA_methanol']
WP_200072259.1,['SDR_subfam_2']
WP_233628108.1,['mft_etfB']
WP_200072261.1,"['Fer4_2', 'Fer4']"
WP_200072262.1,"['GG-red-SF', 'Pyr_redox']"
WP_200072263.1,['ETF_alpha']
WP_200072264.1,['mycofact_OYE_2']
WP_200072265.1,['mycofact_OYE_1']
WP_200072266.1,['mycofact_rSAM']
WP_200072267.1,['Mycofactocin_RRE']
WP_200072268.1,['mycofactocin']
WP_233628064.1,['mycofact_TetR']
WP_233628109.1,"['DUF5753', 'HTH_31']"
WP_200072272.1,['DUF397']
WP_200072273.1,['SUFU']
WP_255520940.1,['DUF6507']
WP_024794753.1,"['AAA_5', 'AAA_16']"
WP_024794752.1,['VWA_CoxE']
WP_038170706.1,['Fe-ADH']
WP_242474072.1,"['HisKA_3', 'GAF_2']"
WP_024794749.1,"['GerE', 'Response_reg']"
WP_024794748.1,"['Methyltransf_11', 'Methyltransf_23', 'DMRT5_DMB', 'Ribosomal_L29e']"
WP_024794747.1,['mycofact_TetR']
WP_038170680.1,['mycofactocin']
WP_024794746.1,['Mycofactocin_RRE']
WP_024794745.1,['mycofact_rSAM']
WP_024794744.1,['actino_HemFlav']
WP_235174655.1,['mycofact_OYE_1']
WP_158506335.1,['DUF222']
WP_024794741.1,['mycofact_OYE_2']
WP_207165669.1,['mycofact_creat']
WP_024794739.1,['mycofact_glyco']
WP_024794738.1,"['GAF', 'Trans_reg_C']"
WP_200556742.1,['purF']
WP_200556743.1,['DUF3169']
WP_200556744.1,['SCP_3']
WP_234698524.1,['purD']
WP_200556746.1,['SAICAR_synt']
WP_200556747.1,['Rv0697']
WP_234698592.1,['mycofact_TetR']
WP_200556749.1,['mycofactocin']
WP_200556750.1,['Mycofactocin_RRE']
WP_234698525.1,['mycofact_rSAM']
WP_200556751.1,['SDR_subfam_1']
WP_200556752.1,['SDR_subfam_1']
WP_200556753.1,['SDR_subfam_1']
WP_200556754.1,['SDR_subfam_1']
WP_200556755.1,"['AAA_5', 'MCM']"
WP_234698593.1,['VWA_2']
WP_200556757.1,['actino_HemFlav']
WP_200677133.1,['MerD']
WP_234476071.1,['TMEM72']
WP_200677136.1,['MraZ']
WP_200677209.1,['mycofact_TetR']
WP_200677137.1,['Rv0697']
WP_200677138.1,['mycofactocin']
WP_200677139.1,['Mycofactocin_RRE']
WP_200677140.1,"['mycofact_rSAM', 'rSAM_ahbC_deAc']"
WP_200677141.1,['actino_HemFlav']
WP_200677142.1,['mycofact_creat']
WP_200677143.1,['mycofact_glyco']
WP_234476072.1,"['Acyl-CoA_dh_2', 'sulfur_SfnB', 'Acyl-CoA_dh_1']"
WP_234476085.1,['Flavin_Reduct']
WP_200677146.1,['DUF4386']
WP_200677147.1,['hi_GC_TIGR00026']
WP_012392922.1,['EF-G']
WP_011739036.1,['EF-Tu']
WP_094361453.1,['SHOCT']
WP_202098210.1,['SDR_subfam_1']
WP_036451478.1,"['Pyr_redox_2', 'Reductase_C']"
WP_202098211.1,['DUF2332']
WP_202098212.1,['mycofact_TetR']
WP_068873850.1,['mycofactocin']
WP_202098213.1,['mycofact_MftB']
WP_202098214.1,['mycofact_rSAM']
WP_094361456.1,['actino_HemFlav']
WP_012392930.1,['mycofact_creat']
WP_020788571.1,['mycofact_glyco']
WP_012392932.1,['Rv0697']
WP_094361469.1,"['TetR_N', 'MarR_2', 'TetR_C_29']"
WP_202098215.1,"['PE-PPE', 'PPE']"
WP_202952056.1,['Phosphodiest']
WP_202952057.1,"['ROK', 'MarR_2']"
WP_238931021.1,"['MarR', 'MarR_2', 'HTH_IclR', 'DUF4817']"
WP_202952058.1,['acid_CoA_mut_N']
WP_238931022.1,['mycofact_glyco']
WP_202952060.1,['SDR_subfam_2']
WP_202952061.1,['mycofact_creat']
WP_202952062.1,['actino_HemFlav']
WP_202952063.1,"['mycofact_rSAM', 'Mycofactocin_RRE']"
WP_202952064.1,['mycofactocin']
WP_202952065.1,['mycofact_glyco']
WP_202952066.1,['actII']
WP_202952067.1,"['gltA', 'gltD_gamma_fam', 'Shikimate_DH']"
WP_202952068.1,"['HTH_30', 'GGDEF_2']"
WP_238931023.1,['D1pyr5carbox2']
WP_202952070.1,"['Pro_dh', 'PutA_N']"
WP_202952071.1,['tdh']
WP_116070977.1,['DUF5539']
WP_116070978.1,"['MarR', 'HTH_1', 'Crp']"
WP_116070979.1,['Abhydrolase_6']
WP_116070980.1,"['LVIVD', 'Diphtheria_C']"
WP_116070981.1,"['Peptidase_M48', 'VirB3']"
WP_170216041.1,['mycofact_glyco']
WP_239097570.1,['mycofact_TetR']
WP_116076767.1,['mycofactocin']
WP_203784336.1,['Mycofactocin_RRE']
WP_116070984.1,['mycofact_rSAM']
WP_116070985.1,['mycofact_OYE_1']
WP_116070986.1,['SDR_subfam_1']
WP_116070987.1,['SDR_subfam_1']
WP_116070988.1,['SDR_subfam_1']
WP_116076770.1,['SDR_subfam_1']
WP_116070989.1,"['gas_vesic_GvpN', 'Mg_chelatase']"
WP_116070990.1,"['VWA_2', 'acidobact_VWFA']"
WP_067697395.1,['DUF5671']
WP_239164732.1,['DUF3616']
WP_203828533.1,['Acetyltransf_1']
WP_203828535.1,"['DUF4236', 'DUF4111', 'Selenoprotein_S']"
WP_203828536.1,"['Excalibur', 'EF-hand_5']"
WP_239164733.1,['Rv0697']
WP_203828538.1,['mycofactocin']
WP_203828539.1,['Mycofactocin_RRE']
WP_203828540.1,['mycofact_rSAM']
WP_203828541.1,['actino_HemFlav']
WP_239164734.1,['mycofact_creat']
WP_203828543.1,['mycofact_glyco']
WP_203828544.1,['mycofact_TetR']
WP_203828545.1,['actino_HemFlav']
WP_203828546.1,['SDR_subfam_1']
WP_203828547.1,['Aldedh']
WP_189244080.1,['mycofact_glyco']
WP_189244079.1,['mycofact_creat']
WP_189244078.1,['actino_HemFlav']
WP_189244077.1,"['mycofact_rSAM', 'Mycofactocin_RRE']"
WP_068923811.1,['mycofactocin']
WP_189244076.1,['COesterase']
WP_229803934.1,['TMEM_230_134']
WP_189244075.1,['TetR_C_6']
WP_189244073.1,['SDR_subfam_1']
WP_189244072.1,['Cupin_3']
WP_189244071.1,['Amino_oxidase']
WP_204089206.1,"['Pyr_redox_2', 'Reductase_C']"
WP_239155434.1,['DHPS']
WP_204089209.1,['actino_HemFlav']
WP_204089210.1,['mycofact_glyco']
WP_204089211.1,['SDR_subfam_2']
WP_204089212.1,['mycofact_creat']
WP_204089213.1,['mycofact_rSAM']
WP_204089214.1,['Mycofactocin_RRE']
WP_204089215.1,['mycofactocin']
WP_204089216.1,['mycofact_TetR']
WP_204089217.1,['DUF1963']
WP_204089218.1,"['Anthrone_oxy', 'YqhR']"
WP_204089219.1,['TetR_C_33']
WP_204089220.1,['MerR_1']
WP_204089222.1,"['ant_ant_sig', 'STAS_2']"
WP_066164429.1,['mycofact_creat']
WP_066165436.1,['CoA_transf_3']
WP_066164432.1,"['TetR_N', 'TetR_C_33']"
WP_066164435.1,['adh_short_C2']
WP_066164439.1,['SnoaL_2']
WP_066164443.1,['SDR_subfam_1']
WP_066164446.1,['actino_HemFlav']
WP_239588426.1,['mycofact_rSAM']
WP_066164452.1,['Mycofactocin_RRE']
WP_066164455.1,['mycofactocin']
WP_066164458.1,['mycofact_TetR']
WP_066164461.1,['PA_CoA_Oxy5']
WP_066164465.1,['DoxX_3']
WP_066164471.1,"['Pyr_redox_2', 'Reductase_C']"
WP_066164477.1,['DUF6670']
WP_239588427.1,"['TetR_N', 'HTH_IclR']"
WP_157226868.1,['RskA']
WP_210735858.1,"['DUF998', 'APH']"
WP_182372870.1,"['Pyr_redox_2', 'Reductase_C']"
WP_239581886.1,['DNA_alkylation']
WP_051989339.1,['DoxX_3']
WP_204717467.1,['PA_CoA_Oxy5']
WP_005199923.1,['mycofact_TetR']
WP_035753529.1,['mycofactocin']
WP_005199922.1,['Mycofactocin_RRE']
WP_005199921.1,['mycofact_rSAM']
WP_005199920.1,['actino_HemFlav']
WP_042377628.1,['SDR_subfam_1']
WP_005199918.1,['CoA_transf_3']
WP_204717468.1,['mycofact_creat']
WP_231498985.1,['mycofact_glyco']
WP_204717560.1,['GMC_mycofac_2']
WP_182372866.1,['Rv1155_F420']
WP_191193993.1,['Ribonuc_L-PSP']
WP_191195400.1,"['ETF', 'ETF_alpha']"
WP_191193992.1,['ETF']
WP_204811395.1,['mycofact_glyco']
WP_191193990.1,['SDR_subfam_2']
WP_191193989.1,['mycofact_creat']
WP_191193988.1,['actino_HemFlav']
WP_191193987.1,['mycofact_rSAM']
WP_191193986.1,['Mycofactocin_RRE']
WP_224747147.1,['mycofactocin']
WP_191193983.1,['exp_by_SipW_III']
WP_191193982.1,"['DUF4925', 'CBM60']"
WP_239558049.1,['sigpep_I_arch']
WP_191193980.1,['YhhN']
WP_224747146.1,"['HTH_31', 'NB-ARC', 'HTH_25', 'TPR_12', 'MarR_2', 'lon']"
WP_191193978.1,['Hemerythrin']
WP_072704555.1,['AHSA1']
WP_072704733.1,['HTH_20']
WP_072704558.1,['G_glu_transpept']
WP_072704561.1,"['TetR_N', 'TetR_C_6']"
WP_072704736.1,['Abhydrolase_1']
WP_072704564.1,['Methyltransf_11']
WP_072704567.1,"['mycofact_TetR', 'Co_AT_N']"
WP_072704570.1,['Mycofactocin_RRE']
WP_072704573.1,['mycofact_rSAM']
WP_072704577.1,['actino_HemFlav']
