,domains
WP_229662563.1,"['Phage_integrase', 'TIGR02225', 'TIGR02224', 'TIGR02249', 'Phage_int_SAM_3', 'Phage_int_SAM_4', 'Phage_int_SAM_5', 'Phage_int_SAM_1', 'DUF2267']"
WP_188782441.1,"['TIGR00802', 'NicO']"
WP_188782442.1,['Gpr1_Fun34_YaaH']
WP_188782443.1,"['TIGR03965', 'Glycos_transf_2', 'Glyco_tranf_2_3', 'TIGR04283', 'Glyco_trans_2_3', 'TIGR01556', 'Glyco_transf_21', 'TIGR03937', 'TIGR04242', 'Glyco_tranf_2_2', 'TIGR04440']"
WP_188782444.1,"['TIGR04504', 'TIGR03971', 'adh_short', 'TIGR01830', 'TIGR01963', 'TIGR04316', 'TIGR02415', 'TIGR01829', 'TIGR01832', 'TIGR03206', 'TIGR02632', 'TIGR01831', 'TIGR03325', 'TIGR02685', 'KR', 'Epimerase', 'RmlD_sub_bind', 'TIGR03466', 'NAD_binding_10', 'TIGR01179']"
WP_188782445.1,"['TIGR03964', 'TIGR04448']"
WP_188782446.1,"['TIGR03966', 'TIGR02708', 'TIGR02151', 'IMPDH', 'TIGR01302', 'Glu_synthase', 'NMO', 'TIGR01304', 'ThiG', 'TIGR01303', 'TIGR01306', 'TIGR01305', 'TIGR03151', 'His_biosynth', 'G3P_antiterm', 'DHO_dh', 'TIGR00007', 'TIGR01037', 'PA']"
WP_188782447.1,"['TIGR03962', 'TIGR04545', 'TIGR04055', 'TIGR04303', 'TIGR04053', 'TIGR04347', 'TIGR04051', 'TIGR04054', 'TIGR03913', 'TIGR02109', 'TIGR04546', 'TIGR04251', 'TIGR04133', 'TIGR04250', 'Radical_SAM', 'TIGR02668', 'TIGR04103', 'TIGR04082', 'TIGR04340', 'TIGR04317', 'TIGR02666', 'TIGR04403', 'TIGR04167', 'TIGR03942', 'TIGR03974', 'TIGR03470', 'TIGR03961', 'TIGR04311', 'TIGR04466', 'TIGR04163', 'TIGR04083', 'TIGR04064', 'TIGR03977', 'TIGR04085', 'TIGR04321', 'TIGR04463', 'TIGR04084', 'TIGR04280', 'TIGR04080', 'TIGR03906', 'TIGR04269', 'TIGR04068', 'TIGR03978', 'TIGR02495', 'TIGR04304', 'TIGR04115', 'TIGR04136', 'TIGR03963', 'TIGR04334', 'Fer4_12', 'SPASM', 'TIGR03365', 'Fer4_14', 'TIGR04349', 'TIGR04148', 'TIGR04478', 'TIGR03972', 'TIGR04278', 'TIGR02493', 'TIGR01768', 'TIGR04041', 'TIGR04508', 'TIGR04150', 'NIR_SIR_ferr', 'YflT', 'TIGR04078']"
WP_188782448.1,"['Mycofactocin_RRE', 'TIGR03967']"
WP_188782449.1,['TIGR03969']
WP_188782450.1,"['TIGR04266', 'TIGR02638', 'TIGR03405', 'Fe-ADH_2', 'TIGR02544']"
WP_229662564.1,"['AAA_5', 'TIGR02640', 'AAA', 'AAA_16', 'AAA_3', 'TIGR02639', 'TIGR03346', 'TIGR00678', 'AAA_22', 'NACHT', 'TIGR00635', 'RuvB_N', 'TIGR00763', 'AAA_2', 'Sigma54_activ_2', 'Sigma54_activat', 'AAA_18', 'AAA_14', 'TIGR03345', 'AAA_30', 'AAA_33', 'TIGR01242', 'ATPase_2', 'MCM', 'TsaE', 'IstB_IS21', 'TIGR01243', 'CbbQ_C', 'TIGR01241', 'AAA_6', 'AAA_19', 'AAA_7', 'Mg_chelatase', 'RNA_helicase', 'TIGR00150', 'TIGR02397', 'AAA_24']"
WP_188782451.1,"['VWA_CoxE', 'Imm2']"
WP_188782452.1,"['Methyltransf_25', 'Methyltransf_11', 'TIGR02021']"
WP_229662627.1,"['Response_reg', 'GerE', 'TIGR02875', 'TIGR01818', 'TIGR02154', 'TIGR03020', 'TIGR02915', 'TIGR03541', 'TIGR03787', 'TIGR01387', 'TadZ_N', 'TIGR02956', 'HTH_23', 'TIGR02937', 'Sigma70_r4_2', 'TIGR03258', 'HTH_38']"
WP_229662565.1,"['HisKA_3', 'HATPase_c', 'HATPase_c_2']"
WP_188782453.1,"['Fe-ADH', 'Fe-ADH_2']"
WP_229683872.1,"['TIGR01217', 'TIGR03208', 'TIGR03098', 'TIGR02275', 'TIGR01734', 'ACAS_N', 'TIGR01923', 'TIGR03205', 'AMP-binding_C', 'TIGR02372']"
WP_188828775.1,"['TetR_N', 'TIGR03384', 'TIGR03968', 'TetR_C_24', 'TIGR03613', 'HTH_Tnp_1_2', 'HTH_18', 'TetR_C_34', 'Xre-like-HTH', 'HTH_10', 'Sigma70_r4_2', 'HTH_AraC', 'TIGR02366', 'TIGR01560', 'HTH_AsnC-type']"
WP_188828776.1,['MbtH']
WP_188828777.1,"['TIGR01733', 'AMP-binding', 'TIGR03098', 'TIGR01734', 'TIGR03443', 'TIGR02275', 'TIGR01923', 'TIGR03205', 'TIGR02262', 'TIGR03208', 'TIGR02188', 'TIGR01217', 'TIGR02316']"
WP_229683873.1,"['TIGR01733', 'Condensation', 'AMP-binding', 'TIGR03443', 'TIGR01734', 'TIGR03098', 'TIGR01923', 'TIGR02262', 'TIGR02275', 'TIGR02188', 'TIGR03208', 'TIGR03205', 'TIGR02316', 'PP-binding', 'TIGR01217', 'AMP-binding_C', 'TIGR02372', 'TIGR01720']"
WP_188828778.1,"['GAF', 'PaaX']"
WP_188828779.1,"['TIGR03970', 'TIGR01810', 'GMC_oxred_N', 'TIGR04542', 'GMC_oxred_C', 'TIGR02462', 'Lycopene_cycl', 'FAD_binding_2', 'NAD_binding_8', 'Pyr_redox_2', 'TIGR01790', 'ApbA', 'TIGR00745', 'Thi4', 'TIGR01988', 'TIGR00275', 'HI0933_like']"
WP_188828780.1,"['TIGR03965', 'Glycos_transf_2', 'TIGR03937', 'Glyco_tranf_2_3', 'Glyco_tranf_2_2', 'Glyco_transf_21', 'TIGR04283', 'Glyco_trans_2_3', 'TIGR01556', 'TIGR03030', 'TIGR04242', 'TIGR03111', 'SpoVAB', 'Glyco_transf_49']"
WP_188829517.1,"['TIGR03962', 'TIGR04545', 'TIGR04055', 'TIGR04303', 'TIGR04053', 'TIGR04347', 'TIGR04054', 'TIGR04051', 'TIGR03913', 'TIGR02109', 'TIGR04251', 'TIGR04546', 'TIGR04133', 'TIGR04250', 'Radical_SAM', 'TIGR04340', 'Mycofactocin_RRE', 'TIGR03967', 'TIGR04103', 'TIGR02668', 'TIGR02666', 'TIGR04082', 'TIGR04317', 'TIGR04167', 'TIGR04403', 'TIGR03942', 'TIGR04466', 'TIGR03974', 'TIGR04311', 'TIGR04083', 'TIGR03961', 'TIGR03470', 'TIGR04085', 'TIGR04463', 'TIGR04084', 'TIGR04321', 'TIGR04064', 'TIGR03977', 'TIGR04163', 'TIGR04280', 'TIGR02495', 'TIGR03906', 'TIGR04080', 'TIGR04269', 'TIGR04304', 'TIGR04068', 'TIGR03978', 'TIGR04115', 'SPASM', 'TIGR03963', 'Fer4_12', 'TIGR04136', 'TIGR03972', 'TIGR03365', 'Fer4_14', 'TIGR04150', 'TIGR04349', 'TIGR04478', 'TIGR04078', 'TIGR04261', 'TIGR04148', 'TIGR02493', 'NIR_SIR_ferr', 'TIGR01768']"
WP_188828781.1,['TIGR03969']
WP_229683874.1,"['TetR_C_1', 'TetR_N', 'TIGR03384', 'DUF6457', 'TIGR02396']"
WP_188828782.1,"['TIGR02160', 'TIGR02008', 'Fer2', 'NAD_binding_1', 'TIGR01941', 'FAD_binding_6', 'NAD_binding_6', 'TIGR01931', 'Fer2_3', 'TIGR03198']"
WP_188829519.1,"['DNA_alkylation', 'HEAT_2']"
WP_188828783.1,"['TIGR00067', 'Asp_Glu_race', 'TIGR00035']"
WP_188828784.1,"['Pyr_redox_2', 'TIGR02374', 'TIGR03385', 'TIGR01350', 'Pyr_redox', 'TIGR03452', 'TIGR02053', 'TIGR01424', 'TIGR01423', 'Reductase_C', 'TIGR03169', 'TIGR01421', 'TIGR03140', 'TIGR01438', 'DAO', 'TIGR03197', 'TIGR03467', 'FAD_binding_2', 'Pyr_redox_3', 'TIGR01292', 'TIGR02734', 'NAD_binding_8', 'GIDA', 'Lycopene_cycl', 'NAD_binding_9', 'FAD_binding_3', 'TIGR01988', 'TIGR02352', 'TIGR02032', 'TIGR01316', 'ApbA', 'TrkA_N', 'TIGR03364', 'TIGR04018', 'NAD_binding_7', 'HI0933_like', 'TIGR01317', '3HCDH_N', 'Amino_oxidase', 'TIGR04369', 'TIGR04046', 'TIGR00275', 'TIGR01813', 'TIGR01984', 'Trp_halogenase', 'ThiF', 'TIGR01790', 'TIGR03026', '2-Hacid_dh_C', 'TIGR00551', 'TIGR00136', 'TIGR02356', 'TIGR00745', 'AlaDh_PNT_C', 'TIGR03315', 'Epimerase', 'UDPG_MGDP_dh_N', 'TIGR01318', 'Thi4', 'TIGR00562', 'Glyco_transf_4', 'TIGR01812', 'TIGR02732', 'TIGR02733', 'HcgC', 'TIGR00137', 'Shikimate_DH']"
WP_188828785.1,"['TIGR03618', 'Putative_PNPOx', 'TIGR03667', 'TIGR03668', 'TIGR04023', 'TIGR03666', 'Pyrid_ox_like', 'Pyrid_oxidase_2']"
WP_188828786.1,"['TIGR00026', 'F420H2_quin_red']"
WP_142259247.1,"['DUF4352', 'DUF5067']"
WP_142259246.1,"['DUF5606', 'CarboxypepD_reg']"
WP_142259245.1,"['DJC28_CD', 'NUDE_C']"
WP_142259242.1,"['TIGR04504', 'adh_short_C2', 'TIGR01830', 'TIGR01963', 'adh_short', 'TIGR01829', 'TIGR04316', 'TIGR02415', 'TIGR01832', 'TIGR01831', 'TIGR03206', 'TIGR02632', 'TIGR02685', 'KR', 'TIGR03325', 'TIGR01500', 'Epimerase', 'TIGR01289']"
WP_142259241.1,"['TIGR03968', 'TetR_C_14', 'TetR_N', 'TIGR03613', 'TIGR02366', 'TIGR03384', 'HTH_Tnp_1_2', 'APC_N_CC']"
WP_170198781.1,['TIGR03969']
WP_142259239.1,"['Mycofactocin_RRE', 'TIGR03967', 'DUF6403']"
WP_142259238.1,"['TIGR03962', 'TIGR04545', 'TIGR04055', 'TIGR04053', 'TIGR04303', 'TIGR04051', 'TIGR04347', 'TIGR04054', 'TIGR03913', 'TIGR02109', 'TIGR04546', 'TIGR04133', 'TIGR04251', 'TIGR04103', 'TIGR04250', 'Radical_SAM', 'TIGR02668', 'TIGR04340', 'TIGR02666', 'TIGR04403', 'TIGR04317', 'TIGR04167', 'TIGR04082', 'TIGR04466', 'TIGR03942', 'TIGR03470', 'TIGR03961', 'TIGR03974', 'TIGR04064', 'TIGR04083', 'TIGR04085', 'TIGR03977', 'TIGR04084', 'TIGR04163', 'TIGR04311', 'TIGR04321', 'TIGR04080', 'TIGR02495', 'TIGR04280', 'TIGR03906', 'TIGR04463', 'TIGR04304', 'TIGR04269', 'SPASM', 'TIGR04068', 'TIGR03978', 'TIGR03963', 'TIGR03365', 'Fer4_12', 'TIGR04148', 'TIGR04478', 'Fer4_14', 'AP_endonuc_2', 'TIGR04349', 'TIGR03972', 'TIGR04078', 'TIGR02493', 'TIGR04150', 'NIR_SIR_ferr', 'TIGR04278']"
WP_142259237.1,"['TIGR03996', 'Pyr_redox_2', 'TIGR01317', 'Pyr_redox', 'TIGR01316', 'TIGR01372', 'NAD_binding_8', 'TIGR01318', 'HI0933_like', 'FAD_binding_3', 'TIGR00275', 'FAD_oxidored', 'TIGR03467', 'TIGR00292', 'Amino_oxidase', 'Thi4', 'TIGR02734', 'TIGR03315', 'FAD_binding_2', 'TIGR00031', 'TIGR02733', 'TIGR02032', 'DAO', 'TIGR01350', 'GIDA', 'TIGR00136', 'Pyr_redox_3', 'XdhC_C', 'AlaDh_PNT_C', 'TIGR02964', 'TIGR00737', 'TIGR00562', 'TIGR02352', 'TIGR01790', 'TIGR03364', 'TIGR02731', 'TIGR01988', 'TIGR02374', 'TIGR03911', 'TIGR01292', 'Lycopene_cycl', 'NAD_binding_7', 'TIGR03197', 'TIGR01424', 'TIGR04018', 'TIGR02023']"
WP_142259236.1,"['TIGR03997', 'TIGR01317', 'Pyr_redox_2', 'FAD_oxidored', 'TIGR03315', 'TIGR01350', 'TIGR03467', 'NAD_binding_8', 'TIGR01316', 'FAD_binding_2', 'HI0933_like', 'Pyr_redox', 'TIGR00275', 'DAO', 'TIGR02053', 'TIGR01372', 'TIGR01424', 'TIGR03140', 'TIGR01318', 'PALP', 'GIDA', 'TIGR02733', 'Pyr_redox_3', 'NAD_binding_7', 'TIGR02032', 'TIGR01813', 'TIGR02734', 'TIGR02732', 'AlaDh_PNT_C', 'TIGR02352', 'TIGR03197', 'FAD_binding_3', 'TIGR00737', 'TIGR00292', 'TIGR03364', 'TIGR02023', 'TIGR01292', 'TIGR01438', 'TIGR02028', 'TIGR01421', 'TIGR03267', 'DDE_3', 'TIGR01811', 'Thi4', 'TIGR04018', 'Dus', 'TIGR03911', 'TIGR00137', 'TIGR02731']"
WP_142259235.1,"['ETF_alpha', 'ETF', 'DUF1127']"
WP_142259234.1,"['TIGR02032', 'DAO', 'FAD_binding_3', 'FAD_oxidored', 'TIGR02028', 'NAD_binding_8', 'TIGR01988', 'Trp_halogenase', 'TIGR00292', 'FAD_binding_2', 'Thi4', 'HI0933_like', 'Lycopene_cycl', 'TIGR01372', 'GIDA', 'TIGR01790', 'Pyr_redox_2', 'TIGR00275', 'TIGR03467', 'TIGR04542', 'TIGR03997', 'TIGR03996', 'TIGR01377', 'TIGR02734', 'TIGR03197', 'TIGR01316', 'TIGR01317', 'TIGR03315', 'TIGR01350', 'TIGR03364', 'TIGR01984', 'TIGR01813', 'TIGR01373', 'TIGR00137', 'Pyr_redox', 'Pyr_redox_3', 'TIGR01292', 'TIGR02352', 'TIGR01812', 'TIGR01318', 'TIGR04018', 'TIGR01816', 'TIGR02485', 'TIGR03140', 'TIGR02053', 'ApbA', 'TIGR00507', 'TIGR03378', 'TIGR00136', 'DUF6098', 'TIGR03143', 'TIGR00031', 'TIGR00551']"
WP_142259233.1,"['Fer4_2', 'Fer4_9', 'Fer4_7', 'TIGR04105', 'Fer4_10', 'TIGR02179', 'TIGR03287', 'TIGR04041', 'Fer4_6', 'TIGR00402', 'TIGR02700', 'TIGR03336', 'TIGR02066', 'Fer4_21', 'TIGR03294', 'TIGR04395', 'TIGR02951', 'TIGR01582', 'Fer4_8', 'TIGR02060', 'Fer4', 'ETF_QO', 'TIGR03478', 'TIGR02936', 'Fer4_4', 'TIGR00314', 'Fer4_11', 'TIGR03149', 'TIGR02494', 'Fer4_20', 'TIGR02163', 'Fer4_16', 'TIGR00403', 'TIGR01660', 'TIGR02512', 'Fer4_17', 'TIGR04270', 'Fer4_3', 'Fer4_13', 'TIGR01971']"
WP_142259232.1,"['TIGR04503', 'ETF']"
WP_142259231.1,"['TIGR03964', 'TIGR04448', 'PALP', 'UBA_4']"
WP_188838751.1,"['ROK', 'BcrAD_BadFG', 'TIGR02259']"
WP_229749884.1,"['NanE', 'NMO', 'His_biosynth', 'ThiG', 'IMPDH', 'TIGR03997', 'Dus', 'TMP-TENI', 'TIGR01037', 'TIGR03572', 'TIGR00284', 'TIGR00737', 'TIGR00735', 'TIGR00007', 'TIGR00262', 'DHO_dh', 'TIGR01768', 'G3P_antiterm', 'TIGR01302']"
WP_188838753.1,['Peptidase_M73']
WP_188838754.1,"['TIGR02228', 'TIGR02227', 'Peptidase_S26', 'TIGR02754', 'Peptidase_S24']"
WP_188838755.1,"['TIGR03965', 'Glycos_transf_2', 'Glyco_tranf_2_2', 'TIGR03937', 'Glyco_trans_2_3', 'Glyco_transf_21', 'Glyco_tranf_2_3', 'TIGR04242', 'TIGR04283', 'TIGR04440']"
WP_188838756.1,"['TIGR04504', 'adh_short', 'TIGR01829', 'TIGR01830', 'TIGR04316', 'TIGR01963', 'TIGR03206', 'TIGR02415', 'TIGR01832', 'TIGR02632', 'TIGR03325', 'TIGR01831', 'KR', 'TIGR02685', 'Epimerase', 'TIGR01500', 'TIGR01289']"
WP_188838757.1,"['TIGR03964', 'TIGR04448']"
WP_188838758.1,"['TIGR03962', 'TIGR04545', 'TIGR04055', 'TIGR04053', 'TIGR04303', 'TIGR04347', 'TIGR04051', 'TIGR04054', 'TIGR04546', 'TIGR03913', 'TIGR02109', 'TIGR04250', 'TIGR04251', 'Radical_SAM', 'TIGR04103', 'TIGR04133', 'TIGR02668', 'TIGR04340', 'TIGR02666', 'TIGR04082', 'TIGR04317', 'TIGR04167', 'TIGR04403', 'TIGR03974', 'TIGR04311', 'TIGR04321', 'TIGR03942', 'TIGR04083', 'TIGR04163', 'TIGR03470', 'TIGR04085', 'TIGR04084', 'TIGR03961', 'TIGR04466', 'TIGR04080', 'TIGR04064', 'TIGR03977', 'TIGR04463', 'TIGR04280', 'TIGR04304', 'TIGR02495', 'TIGR04269', 'TIGR03906', 'TIGR03978', 'SPASM', 'TIGR04115', 'TIGR04334', 'TIGR04068', 'Fer4_12', 'TIGR03963', 'TIGR04136', 'TIGR04478', 'Fer4_14', 'TIGR04078', 'TIGR04261', 'TIGR03972', 'TIGR02493', 'TIGR04349', 'TIGR04150', 'TIGR03365', 'LeuA_dimer', 'TIGR04426', 'TIGR04041']"
WP_188838759.1,"['Mycofactocin_RRE', 'TIGR03967', 'DEAD_assoc']"
WP_229749885.1,['TIGR03969']
WP_188838760.1,"['TIGR04266', 'TIGR02638', 'TIGR03405', 'Fe-ADH_2']"
WP_188838761.1,"['AAA_5', 'TIGR02640', 'AAA', 'AAA_16', 'TIGR00763', 'AAA_3', 'TIGR02639', 'AAA_22', 'TIGR00678', 'TIGR00635', 'NACHT', 'RuvB_N', 'AAA_14', 'Sigma54_activ_2', 'Sigma54_activat', 'TIGR03346', 'AAA_33', 'AAA_2', 'IstB_IS21', 'ATPase_2', 'TIGR03345', 'DAP3', 'AAA_30', 'TIGR01241', 'TsaE', 'TIP49', 'TIGR01242', 'CbbQ_C', 'AAA_18', 'AAA_7', 'TIGR03420', 'RNA_helicase', 'AAA_6', 'GpA_ATPase', 'TIGR00362', 'AAA_19', 'AAA_25']"
WP_188838762.1,['VWA_CoxE']
WP_188838763.1,"['Methyltransf_25', 'Methyltransf_11', 'TIGR00477', 'TIGR02021', 'TIGR01983', 'TehB', 'Methyltransf_12', 'Methyltransf_23', 'DMRT5_DMB', 'TIGR00537']"
WP_188838764.1,"['Response_reg', 'GerE', 'TIGR02875', 'TIGR03020', 'TIGR01818', 'TIGR02915', 'TIGR02154', 'TIGR03541', 'TIGR03787', 'TIGR02956', 'TadZ_N', 'YdgH_BhsA-like', 'HMGL-like', 'TIGR02937', 'cREC_REC', 'Sigma70_r4_2']"
WP_188838765.1,"['HisKA_3', 'HATPase_c_2', 'HATPase_c', 'TIGR02916', 'GAF_2', 'TIGR04363', 'SlyX']"
WP_229749886.1,"['Fe-ADH', 'Fe-ADH_2']"
WP_189842115.1,"['ECH_1', 'ECH_2', 'TIGR02280', 'TIGR02440', 'TIGR03189', 'TIGR02437', 'TIGR01929', 'TIGR02441', 'TIGR03210', 'TIGR03222', 'TIGR03200', 'DUF6457']"
WP_189842116.1,"['adh_short', 'TIGR01963', 'TIGR03971', 'adh_short_C2', 'TIGR02415', 'TIGR01830', 'TIGR03206', 'TIGR01832', 'TIGR02632', 'TIGR01829', 'TIGR03325', 'TIGR04316', 'TIGR04504', 'TIGR01831', 'KR', 'TIGR02685', 'TIGR01289', 'Epimerase', 'TIGR01500', 'TIGR01372', 'DUF1776', '3HCDH_N', 'Shikimate_DH', 'TIGR03911', 'TIGR00507', 'CbiA', 'AdoHcyase_NAD', 'TIGR03366', 'ADH_zinc_N', 'AlaDh_PNT_C']"
WP_189842117.1,"['adh_short_C2', 'adh_short', 'TIGR01830', 'TIGR02415', 'TIGR03206', 'TIGR01963', 'TIGR03971', 'TIGR01829', 'TIGR02632', 'TIGR04316', 'TIGR03325', 'TIGR01831', 'TIGR04504', 'TIGR02685', 'KR', 'TIGR01289', 'Epimerase', 'Sacchrp_dh_NADP', '3HCDH_N', 'TIGR00745', 'ApbA', 'TIGR01179', 'AdoHcyase_NAD', 'GDP_Man_Dehyd', 'F420_oxidored', 'Polysacc_synt_2', 'TIGR01181', 'TIGR02197', '2-Hacid_dh_C', 'TIGR01915', 'NmrA', 'UDPG_MGDP_dh_N', 'BDV_P24', 'TIGR03026', 'TIGR02352']"
WP_189842118.1,"['TIGR01692', 'NAD_binding_2', 'NAD_binding_11', 'TIGR00872', 'TIGR03026', 'TIGR00873', '2-Hacid_dh_C', 'F420_oxidored', 'IlvN']"
WP_189842119.1,"['Aldedh', 'TIGR02288', 'TIGR02518']"
WP_189842120.1,"['TIGR02425', 'CMD', 'TIGR04169']"
WP_189842121.1,"['TIGR03970', 'TIGR01810', 'GMC_oxred_N', 'TIGR04542', 'GMC_oxred_C', 'FAD_binding_2', 'NAD_binding_8', 'TIGR01988', 'TIGR00551', 'Pyr_redox_2', 'TIGR01790', 'Lycopene_cycl', 'TIGR01984', 'Thi4', 'FAD_oxidored', 'HI0933_like', 'TIGR02032', 'Trp_halogenase', 'TIGR02023', 'TIGR01813']"
WP_189842122.1,['TIGR03969']
WP_189842123.1,"['Mycofactocin_RRE', 'TIGR03967', 'TIGR00968']"
WP_189842124.1,"['XdhC_C', 'TIGR02964', 'XdhC_CoxI']"
WP_189842125.1,"['TIGR03962', 'TIGR04545', 'TIGR04055', 'TIGR04303', 'TIGR04053', 'TIGR04051', 'TIGR04347', 'TIGR04054', 'TIGR03913', 'TIGR04546', 'TIGR04251', 'TIGR02109', 'TIGR04250', 'TIGR04103', 'TIGR04133', 'Radical_SAM', 'TIGR04340', 'TIGR04082', 'TIGR02668', 'TIGR04403', 'TIGR02666', 'TIGR04317', 'TIGR04167', 'TIGR03942', 'TIGR03961', 'TIGR04466', 'TIGR04084', 'TIGR04085', 'TIGR04083', 'TIGR04064', 'TIGR03974', 'TIGR04463', 'TIGR03977', 'TIGR04311', 'TIGR04280', 'TIGR03470', 'TIGR04321', 'TIGR04080', 'TIGR04163', 'TIGR04269', 'TIGR02495', 'TIGR03906', 'TIGR03963', 'TIGR04304', 'SPASM', 'TIGR04068', 'Fer4_12', 'TIGR03978', 'TIGR04115', 'TIGR04478', 'TIGR03365', 'Fer4_14', 'TIGR04349', 'TIGR04426', 'TIGR03972', 'TIGR02493', 'TIGR04261', 'TIGR04041', 'TIGR04150', 'TIGR04078']"
WP_259333772.1,"['TIGR03966', 'TIGR02708', 'TIGR02151', 'IMPDH', 'TIGR01302', 'NMO', 'TIGR01304', 'Glu_synthase', 'TIGR03151', 'His_biosynth', 'TIGR01303', 'TIGR01305', 'ThiG', 'G3P_antiterm', 'TIGR01306', 'TIGR00007']"
WP_189842126.1,"['TIGR03964', 'TIGR04448']"
WP_189842127.1,"['TIGR03965', 'Glycos_transf_2', 'Glyco_tranf_2_3', 'Glyco_trans_2_3', 'TIGR03937', 'TIGR04283', 'Glyco_transf_21', 'Glyco_tranf_2_2', 'TIGR04242', 'TIGR01556', 'TIGR04440']"
WP_189842128.1,"['Bac_rhamnosid6H', 'Bac_rhamnosid_N', 'Bac_rhamnosid', 'Bac_rhamnosid_C', 'Trehalase']"
WP_189842290.1,"['Fer4_13', 'Fer4_15', 'Fer4_19', 'TIGR02494']"
WP_189842129.1,"['TIGR04538', 'p450']"
WP_189879705.1,['PrmC_N']
WP_189879707.1,"['AMP-binding', 'TIGR03205', 'TIGR03098', 'TIGR01923', 'TIGR02275', 'TIGR02262', 'TIGR01733', 'TIGR02188', 'TIGR02316', 'TIGR01734', 'TIGR01217', 'AMP-binding_C', 'TIGR02372', 'TIGR03443', 'TIGR02155']"
WP_189879709.1,"['TIGR02262', 'TIGR02188', 'TIGR01733', 'TIGR02316', 'TIGR01923', 'TIGR03208', 'TIGR03098', 'TIGR03205', 'TIGR02275', 'TIGR01217', 'AMP-binding_C', 'TIGR01734', 'TIGR02372', 'TIGR03443']"
WP_189879711.1,"['GerE', 'TIGR03020', 'TIGR03541', 'GAF_2', 'GAF_3', 'GAF', 'Sigma70_r4', 'TIGR02267', 'HTH_23', 'HTH_10', 'NAT_N']"
WP_189879713.1,"['AAA_16', 'GerE', 'TIGR03903', 'AAA_22', 'TIGR03020', 'TIGR03541', 'TIGR01189', 'TIGR02985', 'HTH_23', 'ABC_tran', 'TIGR02937', 'TIGR02324', 'TPR_19', 'Sigma70_r4_2', 'Sigma70_ECF', 'AAA', 'TIGR02859', 'TIGR00416', 'RsgA_GTPase', 'NACHT', 'AAA_33', 'TPR_12', 'TIGR00968', 'TIGR03499', 'AAA_5', 'RPN7', 'HTH_24', 'TIGR00954', 'TIGR02928']"
WP_189879714.1,['HTH_42']
WP_189879716.1,"['Thioesterase', 'Hydrolase_4', 'TIGR02240', 'Abhydrolase_1', 'TIGR03056', 'Abhydrolase_11', 'FSH1', 'Ser_hydrolase', 'Peptidase_S9', 'Abhydrolase_3', 'TIGR03695', 'LIDHydrolase', 'TIGR02427', 'DLH']"
WP_189879724.1,['TIGR03969']
WP_189879732.1,"['Mycofactocin_RRE', 'TIGR03967']"
WP_189879739.1,"['TIGR03962', 'TIGR04545', 'TIGR04055', 'TIGR04053', 'TIGR04303', 'TIGR04051', 'TIGR04347', 'TIGR04054', 'TIGR02109', 'TIGR03913', 'TIGR04546', 'TIGR04251', 'TIGR04133', 'TIGR04250', 'Radical_SAM', 'TIGR02668', 'TIGR04103', 'TIGR02666', 'TIGR04082', 'TIGR04317', 'TIGR04403', 'TIGR04340', 'TIGR04167', 'TIGR03470', 'TIGR03942', 'TIGR03974', 'TIGR03961', 'TIGR04064', 'TIGR04085', 'TIGR04311', 'TIGR04466', 'TIGR04084', 'TIGR04083', 'TIGR03977', 'TIGR04163', 'TIGR04080', 'TIGR04463', 'TIGR04321', 'TIGR04280', 'TIGR02495', 'TIGR04304', 'TIGR03906', 'TIGR04068', 'TIGR04115', 'TIGR03978', 'TIGR04269', 'TIGR03963', 'SPASM', 'TIGR03365', 'Fer4_12', 'TIGR04478', 'Fer4_14', 'NIR_SIR_ferr', 'TIGR03972', 'TIGR04349', 'TIGR04150', 'TIGR04078', 'TIGR04136', 'TIGR04278', 'TIGR02493', 'TIGR04148']"
WP_189879741.1,"['TIGR03996', 'TIGR01372', 'TIGR01317', 'Pyr_redox_2', 'TIGR00292', 'TIGR01316', 'NAD_binding_8', 'Pyr_redox', 'Thi4', 'FAD_oxidored', 'TIGR02032', 'FAD_binding_3', 'HI0933_like', 'FAD_binding_2', 'TIGR03315', 'Amino_oxidase', 'DAO', 'TIGR03467', 'TIGR01350', 'TIGR00275', 'TIGR02731', 'TIGR03140', 'TIGR02733', 'GIDA', 'TIGR01318', 'Glyco_hydro_3_C', 'TIGR03197', 'TIGR02023', 'TIGR03364', 'TIGR02734', 'TIGR02352']"
WP_189879743.1,"['TIGR03997', 'TIGR01317', 'Pyr_redox_2', 'TIGR03315', 'TIGR01316', 'FAD_oxidored', 'NAD_binding_8', 'TIGR01350', 'HI0933_like', 'TIGR01318', 'TIGR02053', 'TIGR00275', 'TIGR03467', 'GIDA', 'TIGR01372', 'Pyr_redox', 'AlaDh_PNT_C', 'TIGR02733', 'DAO', 'TIGR02032', 'TIGR03140', 'Dus', 'TIGR00737', 'FAD_binding_2', 'TIGR03197', 'TIGR01292', 'TIGR00292', 'TIGR03364', 'TIGR03941', 'Pyr_redox_3', 'FAD_binding_3', 'TIGR02734', 'Thi4', 'TIGR01813', 'TIGR02028', 'TIGR02023', 'TIGR03143', 'TIGR02352', 'Trp_halogenase', 'TIGR02732', 'TIGR00562', 'DDE_3', 'TIGR03385', '3HCDH_N', 'TIGR00137', 'TIGR01790', 'TIGR00136', 'TIGR02731', 'NAD_binding_9']"
WP_189879745.1,"['ETF_alpha', 'ETF']"
